Date,City,Country,PM2.5,PM10,NO2,SO2,CO,O3,AQI,AQI_Category,Temperature_C,Humidity_pct,WindSpeed_ms,Pressure_hPa
2022-08-31,Moscow,Russia,13.26,25.94,26.76,5.41,0.399,31.81,53.0,Moderate,8.4,79.2,5.29,1021.9
2022-09-01,Moscow,Russia,14.29,22.99,11.06,7.1,0.423,32.65,55.0,Moderate,8.2,65.3,2.23,1017.9
2022-09-02,Moscow,Russia,13.52,19.56,15.87,6.42,0.205,27.97,53.0,Moderate,7.1,69.7,0.51,1013.1
2022-09-03,Moscow,Russia,11.23,29.94,18.93,2.58,0.397,22.79,47.0,Good,9.5,61.5,3.87,1010.8
2022-09-04,Moscow,Russia,9.23,35.7,20.33,4.69,0.294,28.7,38.0,Good,8.0,76.7,9.55,1014.4
2022-09-05,Moscow,Russia,13.4,23.75,24.05,4.86,0.297,28.37,,Moderate,11.1,57.2,4.37,1018.1
2022-09-06,Moscow,Russia,14.45,22.67,13.2,,0.448,25.6,55.0,Moderate,5.9,69.7,,1013.1
2022-09-07,Moscow,Russia,13.14,25.1,20.69,5.0,0.549,34.03,52.0,Moderate,5.3,64.4,2.0,1024.9
2022-09-08,Moscow,Russia,14.62,21.33,25.65,4.3,0.692,31.3,56.0,Moderate,10.0,50.4,1.46,1021.0
2022-09-09,Moscow,Russia,14.83,25.86,,5.41,0.431,31.05,56.0,Moderate,7.5,61.9,4.53,1011.6
2022-09-10,Moscow,Russia,15.62,29.66,23.96,6.35,0.559,27.55,58.0,Moderate,5.9,72.1,3.12,1009.2
2022-09-11,Moscow,Russia,19.12,13.72,18.87,4.09,0.252,28.3,65.0,Moderate,6.3,64.3,1.88,1008.5
2022-09-12,Moscow,Russia,15.42,31.29,22.78,1.97,0.216,27.98,57.0,Moderate,6.6,76.6,4.7,1006.0
2022-09-13,Moscow,Russia,2.0,27.05,,4.52,0.239,28.24,8.0,Good,8.5,69.8,2.51,1011.6
2022-09-14,Moscow,Russia,10.62,,25.06,5.68,0.372,25.34,44.0,Good,,82.4,2.66,1015.3
2022-09-15,Moscow,Russia,10.22,30.36,,4.12,0.381,27.51,43.0,Good,10.1,72.3,5.32,1016.0
2022-09-16,Moscow,Russia,14.91,9.91,26.16,5.22,0.322,33.04,56.0,Moderate,10.8,71.6,4.85,997.3
2022-09-17,Moscow,Russia,22.64,16.21,17.47,3.18,0.321,30.4,73.0,Moderate,11.8,56.7,5.04,1014.1
2022-09-18,Moscow,Russia,21.57,21.02,23.53,4.19,0.541,28.16,70.0,Moderate,11.5,60.2,4.74,1008.2
2022-09-19,Moscow,Russia,,31.56,20.57,5.55,0.61,27.75,67.0,Moderate,7.3,66.9,5.18,1013.6
2022-09-20,Moscow,Russia,24.04,27.43,20.74,5.83,0.2,18.24,76.0,Moderate,7.8,61.5,3.08,1012.7
2022-09-21,Moscow,Russia,17.42,17.1,13.45,4.92,0.356,29.11,62.0,Moderate,5.3,73.2,2.77,1020.7
2022-09-22,Moscow,Russia,22.14,28.57,12.25,3.48,0.445,27.99,72.0,Moderate,1.6,71.7,4.48,1029.6
2022-09-23,Moscow,Russia,17.72,34.21,12.51,4.95,0.309,29.43,62.0,Moderate,6.2,62.3,2.03,1017.0
2022-09-24,Moscow,Russia,24.83,40.27,17.4,5.6,0.522,20.45,77.0,Moderate,7.9,61.8,2.09,1007.7
2022-09-25,Moscow,Russia,18.37,26.63,22.86,5.69,0.473,25.86,64.0,Moderate,3.0,49.4,2.43,1019.0
2022-09-26,Moscow,Russia,,39.3,,6.8,0.512,23.86,59.0,Moderate,6.7,66.6,3.82,1020.4
2022-09-27,Moscow,Russia,15.27,17.61,18.09,3.76,0.188,32.02,57.0,Moderate,5.7,64.9,4.19,1015.8
2022-09-28,Moscow,Russia,15.06,20.95,15.38,3.06,0.201,32.87,57.0,Moderate,2.8,66.1,4.51,1010.8
2022-09-29,Moscow,Russia,18.09,19.2,,6.04,0.217,22.88,63.0,Moderate,3.8,71.7,1.85,1006.7
2022-09-30,Moscow,Russia,27.41,37.79,30.43,7.34,0.394,29.42,83.0,Moderate,3.8,66.1,5.01,1014.9
2022-10-01,Moscow,Russia,20.31,38.2,19.58,4.38,0.292,24.76,68.0,Moderate,3.7,74.5,4.07,1014.9
2022-10-02,Moscow,Russia,11.81,36.99,18.98,7.29,0.433,23.63,49.0,Good,4.9,,4.29,1008.4
2022-10-03,Moscow,Russia,15.54,33.92,29.11,4.87,0.608,25.87,58.0,Moderate,,75.0,3.51,1007.5
2022-10-04,Moscow,Russia,20.77,,17.68,4.78,0.57,20.45,69.0,Moderate,5.0,77.7,5.16,1010.2
2022-10-05,Moscow,Russia,15.98,25.21,27.12,8.18,0.502,27.97,59.0,Moderate,3.2,73.9,3.85,1014.7
2022-10-06,Moscow,Russia,21.57,13.6,18.16,6.63,0.322,26.07,70.0,,6.8,76.1,0.68,1009.8
2022-10-07,Moscow,Russia,22.75,29.44,29.12,4.55,,23.22,73.0,Moderate,4.5,58.5,5.55,1019.1
2022-10-08,Moscow,Russia,20.78,20.86,35.44,5.69,0.22,19.5,69.0,Moderate,-2.3,58.9,3.15,1026.1
2022-10-09,Moscow,Russia,13.13,,24.6,4.73,0.092,21.94,52.0,Moderate,1.0,86.2,1.83,1014.8
2022-10-10,Moscow,Russia,15.85,31.52,26.4,4.13,0.491,20.88,58.0,Moderate,1.7,69.6,6.09,1021.2
2022-10-11,Moscow,Russia,14.0,29.6,27.01,6.41,0.394,22.06,54.0,Moderate,2.1,65.2,0.36,1007.0
2022-10-12,Moscow,Russia,16.05,21.69,31.08,7.09,,22.07,59.0,Moderate,,63.0,6.01,1014.5
2022-10-13,Moscow,Russia,19.72,25.65,29.39,4.2,0.614,15.21,66.0,Moderate,-0.3,62.6,2.08,1011.4
2022-10-14,Moscow,Russia,19.29,26.71,23.17,5.84,0.673,29.55,66.0,Moderate,0.4,64.7,0.33,1006.1
2022-10-15,Moscow,Russia,22.08,,15.97,3.92,0.279,21.79,72.0,Moderate,2.2,68.4,0.77,1016.0
2022-10-16,Moscow,Russia,25.35,22.82,,5.97,0.327,19.59,79.0,Moderate,1.2,80.4,7.23,1016.9
2022-10-17,Moscow,Russia,15.06,18.96,22.32,7.21,0.288,28.08,,Moderate,3.9,69.1,1.08,1015.3
2022-10-18,Moscow,Russia,14.05,40.49,15.06,7.73,0.42,14.75,54.0,Moderate,,73.7,1.06,1016.0
2022-10-19,Moscow,Russia,13.72,33.91,22.82,4.76,0.547,21.79,54.0,Moderate,-2.8,44.9,2.54,1002.6
2022-10-20,Moscow,Russia,26.47,49.6,18.32,2.73,0.492,19.22,81.0,Moderate,3.0,67.0,2.53,1013.9
2022-10-21,Moscow,Russia,9.81,35.16,16.8,,0.489,17.6,41.0,Good,1.0,55.9,,1009.5
2022-10-22,Moscow,Russia,28.6,37.32,19.47,5.93,0.39,,85.0,Moderate,4.7,51.1,0.1,1014.8
2022-10-23,Moscow,Russia,25.08,40.03,21.54,6.71,0.495,24.33,,Moderate,2.1,68.3,6.83,1017.1
2022-10-24,Moscow,Russia,15.04,39.84,25.45,8.69,0.414,24.0,,Moderate,2.3,77.7,1.95,1021.2
2022-10-25,Moscow,Russia,10.81,21.48,23.37,9.56,0.5,7.75,45.0,Good,1.1,64.2,4.55,1017.7
2022-10-26,Moscow,Russia,22.31,33.24,30.36,7.57,0.517,18.89,72.0,Moderate,-0.8,63.8,3.46,1010.9
2022-10-27,Moscow,Russia,22.42,29.93,27.67,5.44,,21.01,72.0,Moderate,2.6,60.0,3.11,1021.5
2022-10-28,Moscow,Russia,22.83,39.7,15.3,6.26,0.342,,73.0,Moderate,-0.6,69.1,3.14,1011.6
2022-10-29,Moscow,Russia,22.79,33.82,28.62,5.82,0.644,25.03,73.0,Moderate,-2.6,70.0,5.12,1014.2
2022-10-30,Moscow,Russia,27.33,39.21,28.03,7.51,0.656,21.0,83.0,Moderate,3.6,75.6,3.22,1001.6
2022-10-31,Moscow,Russia,20.16,25.0,27.99,4.69,0.469,14.38,67.0,Moderate,-0.9,68.7,1.19,1009.6
2022-11-01,Moscow,Russia,11.13,34.54,34.98,,0.524,27.06,46.0,Good,-0.9,63.5,1.88,1012.8
2022-11-02,Moscow,Russia,19.67,29.89,28.51,9.88,0.454,17.68,66.0,Moderate,-0.5,71.4,3.46,1012.5
2022-11-03,Moscow,Russia,26.98,35.12,19.16,7.87,0.571,18.16,82.0,Moderate,-3.3,55.9,5.75,
2022-11-04,Moscow,Russia,25.79,44.34,18.42,6.09,0.469,17.97,79.0,Moderate,-1.1,62.3,5.56,1006.8
2022-11-05,Moscow,Russia,17.45,27.73,29.47,6.45,0.366,,62.0,Moderate,-3.0,63.3,2.75,1016.9
2022-11-06,Moscow,Russia,33.26,35.32,22.37,,0.337,13.6,95.0,Moderate,-2.5,64.5,3.54,1019.4
2022-11-07,Moscow,Russia,32.65,34.46,27.89,,0.411,19.02,94.0,Moderate,-3.6,77.9,3.06,1015.4
2022-11-08,Moscow,Russia,34.54,33.97,27.08,8.66,0.67,17.49,98.0,Moderate,-0.4,75.0,,1010.3
2022-11-09,Moscow,Russia,21.48,29.88,,7.71,0.538,11.38,,Moderate,-0.6,71.4,4.74,1009.6
2022-11-10,Moscow,Russia,12.68,50.02,24.1,1.6,0.546,22.55,51.0,Moderate,-4.4,72.1,3.66,1012.2
2022-11-11,Moscow,Russia,19.56,50.24,25.66,8.75,0.437,23.37,66.0,Moderate,-1.5,81.7,2.34,1015.8
2022-11-12,Moscow,Russia,20.53,25.56,22.46,6.09,,17.5,68.0,Moderate,-3.1,75.3,7.15,1018.5
2022-11-13,Moscow,Russia,29.8,29.84,27.52,3.03,0.72,20.23,88.0,Moderate,-0.2,82.2,2.08,1012.7
2022-11-14,Moscow,Russia,20.26,44.41,31.42,8.4,0.525,20.52,68.0,Moderate,-4.2,73.5,5.3,1009.7
2022-11-15,Moscow,Russia,16.36,49.82,35.13,7.94,0.573,14.21,59.0,Moderate,-1.7,62.3,1.69,1016.5
2022-11-16,Moscow,Russia,32.55,38.0,21.21,6.7,0.608,27.42,94.0,Moderate,-8.3,63.6,2.85,1007.7
2022-11-17,Moscow,Russia,24.42,29.48,27.78,,0.59,20.07,77.0,Moderate,0.4,69.5,2.3,1008.9
2022-11-18,Moscow,Russia,26.94,42.66,24.31,3.13,0.587,14.44,82.0,Moderate,-4.4,,3.4,1016.4
2022-11-19,Moscow,Russia,34.63,42.67,32.94,10.14,0.624,23.85,98.0,Moderate,-4.2,60.6,4.08,1006.0
2022-11-20,Moscow,Russia,27.81,45.06,,5.96,0.509,20.93,84.0,Moderate,-0.7,51.7,4.61,1019.6
2022-11-21,Moscow,Russia,20.41,31.04,25.45,5.1,0.597,16.8,68.0,Moderate,-1.9,86.0,3.14,1020.0
2022-11-22,Moscow,Russia,24.7,31.12,27.34,,0.689,18.57,77.0,Moderate,,73.5,0.1,1020.5
2022-11-23,Moscow,Russia,25.82,34.0,29.56,6.56,0.462,17.76,80.0,Moderate,-2.2,65.8,6.09,1002.3
2022-11-24,Moscow,Russia,18.98,27.76,31.57,6.79,0.437,15.57,65.0,Moderate,-5.5,66.7,1.66,1016.5
2022-11-25,Moscow,Russia,23.4,37.28,23.22,5.6,0.486,19.12,74.0,Moderate,-3.7,61.0,2.9,1016.0
2022-11-26,Moscow,Russia,28.42,34.41,33.3,9.6,0.583,12.23,85.0,Moderate,-2.1,60.1,2.29,1018.8
2022-11-27,Moscow,Russia,27.12,44.35,35.39,6.54,0.502,,82.0,Moderate,-4.4,75.7,5.23,1017.1
2022-11-28,Moscow,Russia,,52.43,31.14,,0.651,19.64,80.0,Moderate,-2.7,65.1,3.48,1010.3
2022-11-29,Moscow,Russia,22.23,34.59,23.61,6.93,0.505,15.11,72.0,Moderate,1.1,72.9,6.54,1009.4
2022-11-30,Moscow,Russia,21.61,26.46,30.5,7.04,0.754,14.33,71.0,Moderate,-4.1,84.5,3.2,1009.5
2022-12-01,Moscow,Russia,30.29,42.38,32.03,,0.767,11.55,89.0,Moderate,-6.4,,5.74,1015.1
2022-12-02,Moscow,Russia,15.62,41.29,37.32,12.73,0.657,,58.0,Moderate,-2.9,76.6,2.5,1009.5
2022-12-03,Moscow,Russia,36.52,46.82,36.34,4.27,0.427,5.32,103.0,Unhealthy for Sensitive Groups,-3.9,62.9,4.46,1016.1
2022-12-04,Moscow,Russia,31.52,48.65,28.91,10.06,0.458,18.44,92.0,Moderate,-6.4,,2.74,1022.4
2022-12-05,Moscow,Russia,29.45,37.18,,8.1,0.535,17.31,87.0,Moderate,-2.1,63.3,3.07,1015.4
2022-12-06,Moscow,Russia,35.03,44.22,31.84,8.91,0.445,17.51,99.0,Moderate,-6.5,68.4,1.04,
2022-12-07,Moscow,Russia,,46.66,33.84,8.74,0.751,25.22,97.0,Moderate,-4.4,75.8,,996.6
2022-12-08,Moscow,Russia,20.2,55.72,40.67,6.18,0.549,26.57,68.0,Moderate,-3.6,,6.69,1010.5
2022-12-09,Moscow,Russia,34.15,50.34,29.09,9.19,0.512,22.01,97.0,Moderate,-1.6,63.2,6.34,1011.9
2022-12-10,Moscow,Russia,19.2,33.39,29.51,8.73,0.613,11.34,65.0,Moderate,-3.2,63.3,2.61,1012.3
2022-12-11,Moscow,Russia,25.02,,38.05,9.18,0.47,13.37,78.0,Moderate,-3.8,63.9,5.05,1010.0
2022-12-12,Moscow,Russia,26.8,54.35,36.55,,0.546,18.31,82.0,Moderate,-3.7,69.0,2.02,1013.5
2022-12-13,Moscow,Russia,,53.2,41.59,,0.531,22.56,85.0,Moderate,-4.7,75.5,5.03,
2022-12-14,Moscow,Russia,34.7,59.97,28.64,9.01,0.872,21.06,99.0,Moderate,-3.2,73.2,4.13,1022.2
2022-12-15,Moscow,Russia,35.18,35.24,20.59,6.72,0.412,,,Moderate,-2.7,72.2,0.46,1024.4
2022-12-16,Moscow,Russia,22.95,39.04,32.38,9.5,0.62,20.12,73.0,Moderate,-3.9,82.8,0.42,1013.1
2022-12-17,Moscow,Russia,37.14,39.94,28.18,7.85,,24.31,104.0,Unhealthy for Sensitive Groups,-2.7,63.3,1.39,1009.7
2022-12-18,Moscow,Russia,22.8,58.6,29.7,6.39,0.374,18.87,73.0,Moderate,-4.0,76.7,3.67,1015.1
2022-12-19,Moscow,Russia,32.22,45.11,30.22,9.07,0.74,18.38,93.0,Moderate,-2.2,58.5,1.55,1016.2
2022-12-20,Moscow,Russia,20.82,43.09,30.82,9.27,0.744,16.43,69.0,Moderate,-6.2,65.5,5.11,1012.8
2022-12-21,Moscow,Russia,25.42,50.88,38.48,7.46,,10.95,79.0,Moderate,-6.2,61.7,2.22,1017.8
2022-12-22,Moscow,Russia,27.36,39.63,18.64,10.55,0.918,15.06,83.0,,-4.9,61.6,1.23,1020.5
2022-12-23,Moscow,Russia,35.19,49.71,27.2,9.2,,22.57,100.0,Moderate,-0.4,56.6,3.84,1022.4
2022-12-24,Moscow,Russia,23.22,49.72,33.83,10.39,0.356,15.38,74.0,Moderate,-3.7,83.3,,1021.0
2022-12-25,Moscow,Russia,33.03,39.96,31.31,7.26,0.762,9.94,95.0,Moderate,-9.2,89.2,2.6,1004.2
2022-12-26,Moscow,Russia,35.09,31.51,,10.22,0.618,12.43,99.0,Moderate,-4.2,61.2,3.61,1014.6
2022-12-27,Moscow,Russia,17.7,41.38,28.62,10.28,0.728,19.29,62.0,Moderate,-6.5,79.7,4.16,1009.2
2022-12-28,Moscow,Russia,,43.06,31.94,8.85,0.489,7.62,88.0,Moderate,-4.7,53.4,3.17,1019.8
2022-12-29,Moscow,Russia,17.34,49.82,37.09,8.14,0.597,18.06,61.0,Moderate,-4.8,66.2,5.51,1006.4
2022-12-30,Moscow,Russia,25.66,37.26,33.08,6.02,0.695,12.33,79.0,Moderate,-3.5,60.2,2.34,1007.0
2022-12-31,Moscow,Russia,23.52,,38.36,,,14.2,75.0,,-2.6,72.8,1.55,1013.8
2023-01-01,Moscow,Russia,22.88,41.25,36.15,9.68,0.58,19.88,,Moderate,-3.6,59.7,3.9,1010.1
2023-01-02,Moscow,Russia,29.93,45.79,28.28,5.94,0.665,18.21,88.0,Moderate,-2.4,66.0,2.89,1009.5
2023-01-03,Moscow,Russia,35.84,36.36,29.77,10.01,0.849,,101.0,Unhealthy for Sensitive Groups,-9.7,58.9,3.26,
2023-01-04,Moscow,Russia,38.26,38.7,22.47,7.41,0.604,11.28,107.0,Unhealthy for Sensitive Groups,-0.3,64.1,3.87,1012.3
2023-01-05,Moscow,Russia,32.04,46.62,28.36,9.08,0.673,19.08,93.0,Moderate,-1.8,66.2,0.65,1010.7
2023-01-06,Moscow,Russia,29.96,44.83,31.06,9.17,0.508,12.92,88.0,Moderate,-4.6,49.7,2.3,1011.9
2023-01-07,Moscow,Russia,25.61,23.13,27.0,8.6,0.556,9.58,79.0,Moderate,-2.7,52.4,3.16,1004.2
2023-01-08,Moscow,Russia,15.73,38.88,32.7,,0.669,20.18,58.0,Moderate,-7.6,65.4,3.96,1014.0
2023-01-09,Moscow,Russia,25.02,45.33,35.1,6.53,0.713,20.82,78.0,Moderate,-3.4,59.3,7.09,1008.2
2023-01-10,Moscow,Russia,32.95,,25.97,9.12,,21.21,95.0,Moderate,-4.1,59.4,3.35,1011.1
2023-01-11,Moscow,Russia,19.73,54.32,27.33,6.71,0.629,21.41,67.0,Moderate,-5.2,72.1,2.38,1010.4
2023-01-12,Moscow,Russia,25.46,37.62,25.47,9.79,0.637,16.91,79.0,Moderate,-2.8,53.2,1.93,1009.6
2023-01-13,Moscow,Russia,27.87,50.61,29.98,8.02,0.6,22.55,84.0,Moderate,0.1,77.6,4.25,1023.1
2023-01-14,Moscow,Russia,13.4,33.16,27.63,9.48,0.845,21.07,53.0,Moderate,-4.9,62.9,,1020.0
2023-01-15,Moscow,Russia,33.31,49.7,32.14,9.04,0.69,17.63,96.0,Moderate,-6.5,76.0,4.93,1012.7
2023-01-16,Moscow,Russia,31.6,44.12,32.34,,0.625,18.87,92.0,Moderate,-3.1,,3.73,1011.1
2023-01-17,Moscow,Russia,,32.32,32.53,7.98,0.502,,72.0,Moderate,-2.5,72.4,6.02,1020.8
2023-01-18,Moscow,Russia,30.29,57.72,40.51,8.61,0.36,15.99,89.0,Moderate,-2.1,80.0,4.88,1012.3
2023-01-19,Moscow,Russia,25.7,49.32,29.86,12.05,0.744,8.31,79.0,Moderate,-7.0,68.4,2.0,1003.3
2023-01-20,Moscow,Russia,37.11,41.44,32.35,9.12,0.787,13.37,104.0,Unhealthy for Sensitive Groups,-0.7,55.8,1.71,1012.2
2023-01-21,Moscow,Russia,24.15,42.34,38.72,7.32,0.552,12.46,76.0,Moderate,-5.6,64.2,2.94,1012.1
2023-01-22,Moscow,Russia,27.41,49.0,27.94,12.1,0.644,21.12,83.0,Moderate,3.0,,3.55,1009.7
2023-01-23,Moscow,Russia,30.99,45.86,34.92,7.07,0.587,11.65,91.0,Moderate,-5.6,69.0,5.01,1012.1
2023-01-24,Moscow,Russia,28.35,49.07,23.82,9.36,0.625,13.59,85.0,Moderate,-0.8,61.1,3.1,1016.7
2023-01-25,Moscow,Russia,28.63,41.17,30.9,8.81,,14.9,86.0,Moderate,-8.1,73.4,6.65,1016.0
2023-01-26,Moscow,Russia,24.47,48.4,38.27,4.91,0.602,21.67,77.0,,-4.1,57.1,2.08,1011.7
2023-01-27,Moscow,Russia,29.34,44.27,27.8,,0.655,18.58,87.0,Moderate,-2.2,72.3,5.12,1017.2
2023-01-28,Moscow,Russia,27.7,45.1,33.31,11.04,0.675,18.72,84.0,Moderate,2.2,72.6,1.96,1012.9
2023-01-29,Moscow,Russia,16.62,33.36,16.5,11.63,0.871,21.88,60.0,Moderate,0.3,64.5,0.27,
2023-01-30,Moscow,Russia,26.13,35.01,33.27,7.71,,23.24,80.0,Moderate,-5.1,54.3,2.85,1017.3
2023-01-31,Moscow,Russia,31.04,51.74,25.29,9.41,0.484,22.19,,Moderate,-4.0,71.6,2.44,1019.5
2023-02-01,Moscow,Russia,22.61,38.23,35.68,6.01,0.56,18.17,73.0,Moderate,-1.4,71.8,5.58,1013.2
2023-02-02,Moscow,Russia,24.14,46.24,32.8,9.96,0.717,20.07,76.0,Moderate,-1.4,56.7,1.72,1016.7
2023-02-03,Moscow,Russia,33.29,44.07,30.88,,0.433,12.01,96.0,Moderate,-1.3,71.7,2.95,
2023-02-04,Moscow,Russia,25.41,42.7,28.35,8.37,0.366,15.04,79.0,Moderate,-2.0,60.0,4.74,1018.0
2023-02-05,Moscow,Russia,20.08,33.98,38.77,7.55,,23.87,67.0,Moderate,-1.2,71.5,4.11,1018.2
2023-02-06,Moscow,Russia,29.77,41.89,28.65,11.19,0.595,19.05,88.0,Moderate,3.5,74.8,6.45,1001.9
2023-02-07,Moscow,Russia,24.89,30.25,28.77,10.03,0.646,15.43,78.0,Moderate,-0.6,74.1,4.13,1012.6
2023-02-08,Moscow,Russia,33.42,58.48,22.06,9.34,0.772,17.6,96.0,Moderate,-3.9,67.4,3.99,997.2
2023-02-09,Moscow,Russia,26.66,49.24,42.55,,0.49,12.27,81.0,Moderate,-1.1,73.5,6.19,1013.3
2023-02-10,Moscow,Russia,35.26,61.13,31.42,,0.492,24.47,100.0,Moderate,0.2,70.7,4.61,
2023-02-11,Moscow,Russia,30.3,,27.49,6.24,0.497,23.85,89.0,Moderate,1.5,65.5,4.22,
2023-02-12,Moscow,Russia,22.67,46.51,29.95,10.9,0.341,,73.0,Moderate,0.1,72.6,4.2,1022.6
2023-02-13,Moscow,Russia,28.43,27.55,,6.27,0.305,14.78,85.0,Moderate,-2.2,64.4,3.55,1021.6
2023-02-14,Moscow,Russia,31.21,41.05,28.16,7.76,0.57,15.9,91.0,Moderate,4.1,73.3,4.08,1011.4
2023-02-15,Moscow,Russia,21.14,41.6,29.91,9.99,0.636,15.47,70.0,Moderate,-2.9,58.3,2.06,1021.1
2023-02-16,Moscow,Russia,31.38,36.14,32.57,9.53,0.358,15.55,91.0,Moderate,3.8,77.8,7.68,1014.0
2023-02-17,Moscow,Russia,33.11,53.46,29.54,11.65,0.643,9.88,95.0,Moderate,0.6,71.0,2.82,1009.8
2023-02-18,Moscow,Russia,26.46,49.83,26.56,10.09,0.625,19.49,81.0,Moderate,2.0,79.8,5.0,1014.5
2023-02-19,Moscow,Russia,25.79,43.25,23.38,9.73,0.392,22.17,79.0,Moderate,0.2,61.5,4.61,1021.4
2023-02-20,Moscow,Russia,32.07,30.45,40.69,8.73,0.61,14.8,93.0,Moderate,-0.2,71.6,0.59,1009.9
2023-02-21,Moscow,Russia,28.88,47.02,28.94,3.25,0.484,23.12,86.0,Moderate,-0.3,64.4,3.98,1007.4
2023-02-22,Moscow,Russia,20.6,37.83,30.56,6.83,0.605,21.69,68.0,Moderate,6.4,,,1012.1
2023-02-23,Moscow,Russia,30.46,35.78,41.0,7.04,0.577,14.46,89.0,Moderate,-3.1,62.2,1.16,1015.7
2023-02-24,Moscow,Russia,25.59,37.48,36.21,7.41,0.695,21.44,79.0,Moderate,2.4,50.2,2.7,1007.0
2023-02-25,Moscow,Russia,28.61,40.22,31.51,6.69,0.629,20.99,85.0,Moderate,7.6,77.2,3.05,1021.1
2023-02-26,Moscow,Russia,29.19,34.16,35.28,8.22,0.568,21.72,87.0,Moderate,0.2,51.7,2.01,1012.7
2023-02-27,Moscow,Russia,22.67,47.65,34.09,7.45,0.664,15.58,73.0,Moderate,6.1,83.4,2.56,1004.2
2023-02-28,Moscow,Russia,21.88,50.94,20.33,8.8,0.443,11.78,71.0,Moderate,4.5,68.5,5.84,1022.2
2023-03-01,Moscow,Russia,21.72,39.07,31.13,,0.682,,71.0,Moderate,1.9,66.0,6.01,
2023-03-02,Moscow,Russia,,41.0,19.75,,,19.82,,Moderate,3.3,65.2,3.56,1017.4
2023-03-03,Moscow,Russia,11.13,39.03,27.98,9.54,0.535,10.92,46.0,Good,5.2,59.9,2.72,1006.0
2023-03-04,Moscow,Russia,23.38,40.84,21.92,9.91,0.404,23.4,74.0,Moderate,4.2,50.6,4.83,1011.8
2023-03-05,Moscow,Russia,30.54,30.33,27.39,4.76,0.624,24.92,90.0,Moderate,4.7,72.6,3.16,1012.8
2023-03-06,Moscow,Russia,27.49,,,5.92,0.583,13.21,83.0,Moderate,0.2,76.5,2.78,1019.9
2023-03-07,Moscow,Russia,24.7,49.23,31.62,,0.628,18.07,77.0,,5.8,70.3,1.3,1003.4
2023-03-08,Moscow,Russia,16.74,47.99,26.14,,0.505,23.12,60.0,Moderate,5.0,82.6,,1020.5
2023-03-09,Moscow,Russia,26.43,43.5,24.44,6.08,0.695,20.57,81.0,Moderate,3.3,68.4,0.66,1016.8
2023-03-10,Moscow,Russia,34.73,20.71,22.25,7.56,0.682,16.89,99.0,Moderate,6.9,56.4,2.51,1016.1
2023-03-11,Moscow,Russia,30.76,28.09,34.59,11.94,0.554,14.8,90.0,Moderate,5.1,62.6,1.37,1005.0
2023-03-12,Moscow,Russia,18.23,44.0,28.96,7.49,0.732,18.27,,Moderate,3.5,60.6,4.16,1017.2
2023-03-13,Moscow,Russia,22.09,51.01,21.83,6.11,,19.92,72.0,Moderate,1.0,59.6,4.01,1011.3
2023-03-14,Moscow,Russia,25.82,42.22,26.87,2.63,0.406,16.73,80.0,Moderate,4.1,74.4,5.61,1006.0
2023-03-15,Moscow,Russia,14.12,38.39,27.57,8.14,0.566,10.48,55.0,Moderate,5.4,,2.16,1007.6
2023-03-16,Moscow,Russia,25.33,41.04,17.37,4.7,0.523,20.33,78.0,Moderate,8.2,63.6,3.94,1015.1
2023-03-17,Moscow,Russia,18.95,32.9,24.17,8.76,0.627,21.29,65.0,,7.8,70.3,1.79,1009.0
2023-03-18,Moscow,Russia,29.7,36.26,26.49,5.14,0.404,17.54,88.0,Moderate,7.5,66.9,0.1,1013.8
2023-03-19,Moscow,Russia,26.14,44.18,26.75,6.27,0.393,21.24,80.0,Moderate,5.3,57.3,3.97,1015.5
2023-03-20,Moscow,Russia,24.83,43.55,15.51,,0.39,17.77,77.0,Moderate,7.8,73.7,4.59,998.5
2023-03-21,Moscow,Russia,27.93,41.08,32.96,8.9,0.344,12.16,84.0,Moderate,3.7,64.5,3.05,1025.7
2023-03-22,Moscow,Russia,15.74,33.46,28.15,7.62,0.48,21.77,58.0,Moderate,12.5,,5.65,1011.2
2023-03-23,Moscow,Russia,16.44,43.16,31.22,,0.789,12.22,59.0,Moderate,8.0,59.7,3.86,1009.9
2023-03-24,Moscow,Russia,24.68,37.28,28.08,5.15,0.59,13.67,,,8.2,65.9,,1005.2
2023-03-25,Moscow,Russia,27.77,30.98,24.07,5.56,0.492,24.1,84.0,Moderate,7.9,,4.75,
2023-03-26,Moscow,Russia,26.01,23.36,30.68,5.5,0.449,14.59,80.0,Moderate,11.3,71.9,5.69,1012.9
2023-03-27,Moscow,Russia,18.49,32.7,26.36,4.7,0.431,14.14,64.0,Moderate,3.3,70.1,7.36,1019.0
2023-03-28,Moscow,Russia,27.3,34.23,29.98,7.58,0.376,16.58,83.0,Moderate,7.0,76.1,5.99,1017.7
2023-03-29,Moscow,Russia,34.46,34.39,22.86,5.93,0.49,13.68,98.0,Moderate,5.1,71.8,5.47,1007.6
2023-03-30,Moscow,Russia,14.89,27.02,26.02,7.57,0.719,19.01,56.0,Moderate,2.8,76.1,4.75,1014.3
2023-03-31,Moscow,Russia,21.74,47.36,28.6,5.84,0.397,,,Moderate,9.7,56.9,0.35,1008.1
2023-04-01,Moscow,Russia,10.97,25.71,35.25,7.76,0.574,20.19,46.0,Good,6.0,64.5,0.23,1018.2
2023-04-02,Moscow,Russia,20.34,29.18,22.18,9.24,0.306,21.43,68.0,Moderate,6.6,72.2,2.53,1007.5
