ExpenseID,Date,Category,Amount,Quantity,MonthlyBudget,PaymentMethod,Description,Merchant,City
4000,2025-07-26,Fuel,7826.0,11.0,23107.0,Debit Card,Expense 4000,Big Bazaar,Delhi
4001,2025-08-21,Entertainment,13972.0,11.0,34818.0,Credit Card,Expense 4001,Medical Store,Pune
4002,2025-10-20,Travel,13964.0,15.0,20157.0,Debit Card,Expense 4002,,Delhi
4003,2025-05-03,Food,,8.0,42300.0,Net Banking,Expense 4003,Swiggy,Mumbai
4004,2025-03-23,Rent,4200.0,7.0,10258.0,Wallet,Expense 4004,Ola,Pune
4005,2025-10-21,Entertainment,854.0,5.0,15626.0,Debit Card,Expense 4005,Ola,Mumbai
4006,2025-06-24,Health,7979.0,10.0,47738.0,UPI,Expense 4006,Uber,Surat
4007,2025-07-20,Food,17234.0,12.0,33613.0,Credit Card,Expense 4007,Reliance Fresh,Jaipur
4008,2025-12-10,Rent,17478.0,11.0,42038.0,Credit Card,Expense 4008,Amazon,Ahmedabad
4009,2025-05-01,Bills,19401.0,3.0,45654.0,Credit Card,Expense 4009,Reliance Fresh,Rajkot
4010,2025-03-03,Rent,18124.0,14.0,46577.0,Net Banking,Expense 4010,DMart,Hyderabad
4011,2025-07-26,Health,11596.0,11.0,40573.0,Debit Card,Expense 4011,Uber,Vadodara
4012,2025-11-07,Health,6804.0,,45520.0,Debit Card,Expense 4012,DMart,Rajkot
4013,2025-08-13,Groceries,19148.0,2.0,32838.0,UPI,Expense 4013,DMart,Rajkot
4014,2025-12-01,Medical,3491.0,4.0,30312.0,Credit Card,Expense 4014,Ola,Mumbai
4015,2025-11-22,Medical,18306.0,5.0,21388.0,Cash,Expense 4015,Amazon,Rajkot
4016,2025-11-05,Bills,8441.0,3.0,28292.0,Credit Card,Expense 4016,Amazon,Surat
4017,2025-06-24,Medical,3986.0,6.0,59626.0,Cash,Expense 4017,Ola,Vadodara
4018,2025-10-05,Fuel,9360.0,6.0,22126.0,Credit Card,Expense 4018,Uber,Surat
4019,2025-09-23,Bills,12889.0,1.0,25714.0,Credit Card,Expense 4019,Zomato,Vadodara
4020,2025-08-23,Travel,2184.0,9.0,20952.0,Credit Card,Expense 4020,Reliance Fresh,Jaipur
4021,2025-05-25,Bills,4649.0,9.0,30684.0,UPI,Expense 4021,Swiggy,Ahmedabad
4022,2025-09-07,Bills,9077.0,5.0,54402.0,Credit Card,Expense 4022,Uber,Mumbai
4023,2025-06-14,Bills,12144.0,13.0,39949.0,Net Banking,Expense 4023,,Bangalore
4024,2025-11-08,Education,6363.0,12.0,19521.0,Debit Card,Expense 4024,Swiggy,Jaipur
4025,2025-03-25,Shopping,3351.0,15.0,52892.0,Cash,Expense 4025,Zomato,Bangalore
4026,2025-03-04,Groceries,14489.0,5.0,47183.0,UPI,Expense 4026,Reliance Fresh,Hyderabad
4027,2025-12-07,Entertainment,771.0,15.0,14953.0,Debit Card,Expense 4027,Uber,Rajkot
4028,2025-11-01,Education,13079.0,13.0,58996.0,Credit Card,Expense 4028,Big Bazaar,Pune
4029,2025-07-27,Shopping,7352.0,11.0,5249.0,Credit Card,Expense 4029,Reliance Fresh,Ahmedabad
4030,2025-04-07,Entertainment,,14.0,25388.0,Debit Card,Expense 4030,Big Bazaar,Vadodara
4031,2025-10-08,Food,10193.0,10.0,38056.0,Cash,Expense 4031,Uber,Bangalore
4032,2025-03-06,Transport,10345.0,4.0,51110.0,UPI,Expense 4032,Flipkart,Delhi
4033,2025-03-02,Rent,1766.0,1.0,11720.0,UPI,,Big Bazaar,Hyderabad
4034,2025-10-16,Education,5414.0,14.0,45512.0,Net Banking,Expense 4034,Amazon,Hyderabad
4035,2025-12-14,Bills,10886.0,4.0,47331.0,Credit Card,Expense 4035,Big Bazaar,Vadodara
4036,2025-09-27,Shopping,12196.0,13.0,19458.0,UPI,Expense 4036,Medical Store,Jaipur
4037,2025-10-03,Entertainment,18862.0,7.0,12300.0,UPI,Expense 4037,Ola,Mumbai
4038,2025-09-09,Shopping,12085.0,10.0,27490.0,Wallet,Expense 4038,Big Bazaar,Mumbai
4039,2025-03-01,Transport,891.0,8.0,31856.0,Cash,Expense 4039,Amazon,Mumbai
4040,2025-03-07,Travel,13292.0,12.0,50004.0,UPI,Expense 4040,Ola,Delhi
4041,2025-06-02,Medical,53.0,5.0,6334.0,UPI,Expense 4041,DMart,Bangalore
4042,2025-09-25,Rent,10072.0,9.0,8978.0,Wallet,Expense 4042,Flipkart,Delhi
4043,2025-06-27,Entertainment,485.0,7.0,43578.0,Credit Card,Expense 4043,Flipkart,Mumbai
4044,2025-06-09,Rent,,3.0,29590.0,Net Banking,Expense 4044,DMart,Vadodara
4045,2025-04-24,Fuel,16416.0,14.0,28916.0,Net Banking,Expense 4045,Reliance Fresh,Vadodara
4046,2025-01-14,Travel,19558.0,1.0,10368.0,Wallet,Expense 4046,Reliance Fresh,Bangalore
4047,2025-02-21,Medical,5605.0,15.0,42124.0,Debit Card,Expense 4047,Reliance Fresh,Vadodara
4048,2025-06-07,Travel,18997.0,3.0,37902.0,Debit Card,,Reliance Fresh,Rajkot
4049,2025-11-10,Health,14343.0,3.0,12159.0,Cash,Expense 4049,Flipkart,Rajkot
4050,2025-09-09,Medical,5318.0,14.0,41907.0,Wallet,Expense 4050,Ola,Pune
4051,2025-03-03,Health,2936.0,5.0,31129.0,Wallet,Expense 4051,Swiggy,Bangalore
4052,2025-05-10,Bills,17933.0,1.0,29047.0,Debit Card,Expense 4052,Ola,Mumbai
4053,2025-05-15,Entertainment,18104.0,12.0,15509.0,Wallet,Expense 4053,Reliance Fresh,Bangalore
4054,2025-08-07,Groceries,12512.0,7.0,53615.0,UPI,Expense 4054,Big Bazaar,Hyderabad
4055,2025-05-04,Groceries,13873.0,13.0,14185.0,Credit Card,Expense 4055,Reliance Fresh,Jaipur
4056,2025-03-25,Rent,10480.0,7.0,47710.0,Credit Card,Expense 4056,Uber,Bangalore
4057,2025-06-16,Rent,11792.0,,46073.0,Credit Card,Expense 4057,Reliance Fresh,Jaipur
4058,2025-05-01,Education,6595.0,15.0,36763.0,Wallet,Expense 4058,DMart,Hyderabad
4059,2025-02-28,Fuel,2607.0,8.0,39212.0,Net Banking,Expense 4059,Medical Store,Bangalore
4060,2025-04-07,Transport,19163.0,12.0,30168.0,Cash,Expense 4060,Zomato,Vadodara
4061,2025-02-17,Groceries,6807.0,4.0,19721.0,Wallet,Expense 4061,Big Bazaar,Surat
4062,2025-01-20,Health,18924.0,7.0,33164.0,UPI,Expense 4062,Flipkart,Vadodara
4063,2025-03-06,Groceries,9580.0,12.0,40774.0,Wallet,Expense 4063,Ola,Pune
4064,2025-12-24,Shopping,18743.0,7.0,54012.0,Cash,Expense 4064,Big Bazaar,Surat
4065,2025-11-16,Transport,17496.0,2.0,9619.0,Credit Card,Expense 4065,,Vadodara
4066,2025-10-24,Transport,14662.0,6.0,48132.0,Wallet,Expense 4066,Medical Store,Mumbai
4067,2025-11-07,Education,10425.0,15.0,56666.0,UPI,Expense 4067,DMart,Mumbai
4068,2025-04-20,Medical,1456.0,3.0,49889.0,Net Banking,Expense 4068,Swiggy,Mumbai
4069,2025-10-03,Rent,5299.0,12.0,,Credit Card,Expense 4069,Big Bazaar,Rajkot
4070,2025-07-24,Medical,2344.0,2.0,8723.0,Wallet,Expense 4070,Big Bazaar,Rajkot
4071,2025-07-06,Groceries,3594.0,7.0,43870.0,Wallet,Expense 4071,Amazon,Delhi
4072,2025-01-09,Bills,15791.0,4.0,59459.0,Debit Card,Expense 4072,Medical Store,Jaipur
4073,2025-01-09,Food,2630.0,10.0,58009.0,Wallet,Expense 4073,Medical Store,Bangalore
4074,2025-10-02,Food,8333.0,2.0,39519.0,Net Banking,Expense 4074,Zomato,Jaipur
4075,2025-03-11,Shopping,18525.0,15.0,48820.0,Debit Card,Expense 4075,DMart,Pune
4076,2025-06-28,Bills,2258.0,,10813.0,Cash,Expense 4076,Uber,Jaipur
4077,2025-09-10,Fuel,458.0,7.0,51135.0,Debit Card,Expense 4077,Medical Store,Surat
4078,2025-09-21,Groceries,1870.0,12.0,31002.0,Net Banking,Expense 4078,Flipkart,Delhi
4079,2025-05-23,Rent,10000.0,13.0,26603.0,Wallet,Expense 4079,Amazon,Bangalore
4080,2025-12-28,Travel,19260.0,10.0,35173.0,Net Banking,Expense 4080,Big Bazaar,Bangalore
4081,2025-04-14,Entertainment,8071.0,,10187.0,Cash,Expense 4081,Uber,Mumbai
4082,2025-09-27,Travel,18138.0,6.0,42920.0,Net Banking,Expense 4082,Swiggy,Pune
4083,2025-11-09,Transport,19492.0,9.0,29012.0,Wallet,Expense 4083,Swiggy,Bangalore
4084,2025-08-03,Entertainment,11578.0,12.0,48614.0,Cash,Expense 4084,DMart,Surat
4085,2025-01-25,Medical,11745.0,6.0,44357.0,UPI,Expense 4085,Medical Store,Bangalore
4086,2025-07-02,Transport,,15.0,53601.0,Credit Card,Expense 4086,DMart,Delhi
4087,2025-11-20,Rent,19131.0,6.0,18999.0,UPI,Expense 4087,,Surat
4088,2025-10-15,Transport,8159.0,5.0,34457.0,Wallet,Expense 4088,Reliance Fresh,Hyderabad
4089,2025-06-15,Transport,9472.0,4.0,11247.0,Cash,,Swiggy,Vadodara
4090,2025-11-07,Food,12946.0,10.0,21044.0,Cash,Expense 4090,Uber,Delhi
4091,2025-08-22,Shopping,11523.0,4.0,39437.0,UPI,Expense 4091,Zomato,Delhi
4092,2025-05-27,Education,19404.0,4.0,22718.0,Debit Card,,Flipkart,Surat
4093,2025-05-24,Travel,12202.0,4.0,40520.0,Credit Card,Expense 4093,Zomato,Hyderabad
4094,2025-12-05,Groceries,553.0,7.0,24856.0,UPI,Expense 4094,Flipkart,Bangalore
4095,2025-02-15,Travel,2699.0,14.0,25237.0,Wallet,Expense 4095,Amazon,Bangalore
4096,2025-03-01,Entertainment,9261.0,,38040.0,Net Banking,Expense 4096,Big Bazaar,Bangalore
4097,2025-02-26,Health,16244.0,15.0,58665.0,UPI,Expense 4097,Reliance Fresh,Delhi
4098,2025-11-15,Transport,7833.0,3.0,14394.0,Net Banking,Expense 4098,DMart,Ahmedabad
4099,2025-01-12,Education,14056.0,15.0,27424.0,UPI,Expense 4099,Flipkart,Bangalore
4100,2025-08-08,Food,6357.0,2.0,11670.0,Cash,Expense 4100,Zomato,Bangalore
4101,2025-03-15,Fuel,12807.0,6.0,37882.0,Debit Card,Expense 4101,Swiggy,Bangalore
4102,2025-04-28,Rent,11510.0,11.0,56934.0,Net Banking,Expense 4102,Reliance Fresh,Hyderabad
4103,2025-02-14,Medical,11650.0,9.0,44683.0,Wallet,Expense 4103,Reliance Fresh,Bangalore
4104,2025-03-17,Health,13152.0,7.0,43631.0,Cash,Expense 4104,Big Bazaar,Pune
4105,2025-02-08,Transport,19430.0,12.0,19850.0,Cash,Expense 4105,Zomato,Delhi
4106,2025-11-16,Bills,12857.0,15.0,47209.0,Debit Card,Expense 4106,Big Bazaar,Delhi
4107,2025-03-21,Education,97.0,14.0,58055.0,Net Banking,Expense 4107,DMart,Hyderabad
4108,2025-04-14,Groceries,17485.0,10.0,52053.0,Cash,Expense 4108,Amazon,Rajkot
4109,2025-04-01,Groceries,10603.0,4.0,23329.0,Debit Card,Expense 4109,Swiggy,Surat
4110,2025-09-09,Fuel,81.0,9.0,10241.0,Net Banking,,Big Bazaar,Hyderabad
4111,2025-01-20,Transport,6787.0,3.0,34249.0,Credit Card,Expense 4111,Medical Store,Delhi
4112,2025-06-20,Groceries,9123.0,10.0,37753.0,Credit Card,Expense 4112,Swiggy,Delhi
4113,2025-03-14,Entertainment,2319.0,8.0,36053.0,UPI,Expense 4113,Uber,Mumbai
4114,2025-05-15,Transport,10270.0,14.0,,Debit Card,Expense 4114,Big Bazaar,Ahmedabad
4115,2025-05-12,Medical,19367.0,14.0,16169.0,Net Banking,Expense 4115,Flipkart,Bangalore
4116,2025-10-21,Transport,8891.0,4.0,9351.0,Debit Card,Expense 4116,Big Bazaar,Mumbai
4117,2025-06-26,Entertainment,7435.0,1.0,36032.0,Wallet,Expense 4117,DMart,Ahmedabad
4118,2025-08-15,Groceries,3850.0,15.0,17288.0,Cash,Expense 4118,Swiggy,Vadodara
4119,2025-09-01,Fuel,11963.0,14.0,19717.0,Wallet,Expense 4119,Zomato,Ahmedabad
4120,2025-05-28,Food,17098.0,9.0,50706.0,Wallet,Expense 4120,Uber,Vadodara
4121,2025-03-09,Shopping,,8.0,56736.0,Wallet,Expense 4121,Uber,Surat
4122,2025-09-22,Transport,9297.0,8.0,26837.0,Net Banking,Expense 4122,Big Bazaar,Pune
4123,2025-07-18,Groceries,13635.0,12.0,48825.0,Net Banking,Expense 4123,Amazon,Delhi
4124,2025-07-15,Rent,17776.0,15.0,38326.0,Credit Card,Expense 4124,Uber,Bangalore
4125,2025-01-14,Groceries,7346.0,6.0,43375.0,UPI,Expense 4125,Amazon,Ahmedabad
4126,2025-03-20,Shopping,5879.0,15.0,,Credit Card,Expense 4126,Swiggy,Mumbai
4127,2025-11-20,Education,12664.0,2.0,16872.0,Net Banking,Expense 4127,Flipkart,Mumbai
4128,2025-11-14,Rent,19370.0,2.0,38467.0,Net Banking,Expense 4128,Amazon,Ahmedabad
4129,2025-03-15,Groceries,19993.0,12.0,24688.0,Wallet,Expense 4129,Big Bazaar,Jaipur
4130,2025-09-24,Groceries,3264.0,10.0,32752.0,Wallet,Expense 4130,Big Bazaar,Ahmedabad
4131,2025-07-18,Entertainment,10327.0,15.0,22094.0,Credit Card,Expense 4131,Flipkart,Delhi
4132,2025-07-17,Bills,8100.0,9.0,22346.0,Wallet,Expense 4132,Flipkart,Vadodara
4133,2025-03-18,Food,,4.0,7510.0,Cash,Expense 4133,Swiggy,Jaipur
4134,2025-11-23,Travel,13793.0,6.0,46365.0,Net Banking,Expense 4134,Ola,Surat
4135,2025-05-12,Transport,9397.0,8.0,13039.0,Wallet,Expense 4135,Reliance Fresh,Pune
4136,2025-01-27,Transport,11710.0,7.0,7868.0,UPI,Expense 4136,Swiggy,Bangalore
4137,2025-12-23,Health,14184.0,3.0,35899.0,Cash,Expense 4137,DMart,Hyderabad
4138,2025-06-25,Education,902.0,1.0,35463.0,Wallet,Expense 4138,Reliance Fresh,Pune
4139,2025-05-18,Transport,13658.0,2.0,33593.0,Net Banking,Expense 4139,Zomato,Hyderabad
4140,2025-12-19,Bills,9636.0,9.0,51134.0,Debit Card,Expense 4140,Ola,Ahmedabad
4141,2025-02-16,Fuel,9920.0,4.0,21858.0,UPI,,Reliance Fresh,Vadodara
4142,2025-07-27,Education,16261.0,7.0,41196.0,Debit Card,Expense 4142,Swiggy,Mumbai
4143,2025-01-10,Rent,18530.0,4.0,20159.0,Wallet,Expense 4143,Ola,Rajkot
4144,2025-02-09,Transport,6591.0,10.0,52484.0,Credit Card,Expense 4144,Swiggy,Bangalore
4145,2025-02-24,Groceries,19024.0,15.0,49431.0,UPI,Expense 4145,DMart,Mumbai
4146,2025-11-18,Health,14671.0,,7429.0,Debit Card,Expense 4146,DMart,Mumbai
4147,2025-10-18,Education,6119.0,2.0,57473.0,Credit Card,Expense 4147,Reliance Fresh,Ahmedabad
4148,2025-06-04,Health,8866.0,1.0,16050.0,Wallet,Expense 4148,Reliance Fresh,Ahmedabad
4149,2025-08-12,Entertainment,7785.0,3.0,23057.0,Credit Card,Expense 4149,Zomato,Delhi
4150,2025-10-16,Groceries,15480.0,2.0,46889.0,Net Banking,Expense 4150,Big Bazaar,Rajkot
4151,2025-09-28,Fuel,13779.0,6.0,23489.0,Net Banking,Expense 4151,Ola,Surat
4152,2025-03-04,Fuel,19588.0,3.0,32019.0,UPI,Expense 4152,Flipkart,Jaipur
4153,2025-04-20,Health,17561.0,1.0,52582.0,Wallet,Expense 4153,Big Bazaar,Delhi
4154,2025-06-02,Shopping,6342.0,9.0,41987.0,Credit Card,Expense 4154,,Surat
4155,2025-07-21,Entertainment,18904.0,4.0,,Debit Card,Expense 4155,DMart,Surat
4156,2025-09-15,Groceries,5520.0,8.0,45202.0,UPI,Expense 4156,Flipkart,Delhi
4157,2025-12-18,Groceries,15001.0,2.0,47989.0,Debit Card,Expense 4157,Zomato,Mumbai
4158,2025-01-05,Travel,3412.0,,59912.0,Cash,Expense 4158,Big Bazaar,Jaipur
4159,2025-11-01,Fuel,18520.0,12.0,56719.0,Credit Card,Expense 4159,Ola,Delhi
4160,2025-05-27,Travel,12918.0,12.0,48547.0,Debit Card,Expense 4160,Swiggy,Surat
4161,2025-08-16,Groceries,5167.0,9.0,39255.0,Credit Card,Expense 4161,Zomato,Jaipur
4162,2025-09-20,Entertainment,17115.0,13.0,49084.0,Net Banking,,Zomato,Surat
4163,2025-07-12,Medical,3341.0,6.0,23083.0,UPI,Expense 4163,Ola,Vadodara
4164,2025-02-13,Shopping,4153.0,8.0,15614.0,Net Banking,Expense 4164,Amazon,Bangalore
4165,2025-12-05,Medical,7550.0,4.0,38404.0,Credit Card,Expense 4165,Zomato,Rajkot
4166,2025-09-17,Medical,8790.0,15.0,5069.0,UPI,Expense 4166,DMart,Pune
4167,2025-06-04,Rent,16809.0,2.0,34987.0,Cash,Expense 4167,Amazon,Vadodara
4168,2025-07-17,Bills,6815.0,11.0,33716.0,UPI,Expense 4168,Zomato,Vadodara
4169,2025-03-01,Medical,7143.0,,27848.0,UPI,Expense 4169,DMart,Jaipur
4170,2025-11-05,Food,8440.0,11.0,39738.0,Net Banking,Expense 4170,Flipkart,Rajkot
4171,2025-04-04,Fuel,7273.0,15.0,34087.0,Credit Card,Expense 4171,DMart,Ahmedabad
4172,2025-03-18,Food,431.0,5.0,32658.0,Wallet,Expense 4172,Zomato,Bangalore
4173,2025-11-16,Health,554.0,12.0,45791.0,UPI,Expense 4173,Big Bazaar,Jaipur
4174,2025-02-22,Entertainment,15534.0,11.0,51507.0,Credit Card,Expense 4174,Reliance Fresh,Vadodara
4175,2025-04-17,Fuel,7925.0,8.0,16701.0,Cash,Expense 4175,Flipkart,Surat
4176,2025-06-16,Rent,14513.0,15.0,46060.0,Wallet,Expense 4176,Reliance Fresh,Delhi
4177,2025-10-21,Health,19023.0,,50841.0,UPI,Expense 4177,Ola,Bangalore
4178,2025-09-14,Shopping,3424.0,4.0,56282.0,Wallet,Expense 4178,DMart,Delhi
4179,2025-09-18,Transport,6020.0,12.0,42018.0,Cash,Expense 4179,Medical Store,Rajkot
4180,2025-03-14,Bills,6973.0,7.0,18689.0,UPI,Expense 4180,Flipkart,Delhi
4181,2025-08-10,Food,,4.0,11101.0,UPI,Expense 4181,Uber,Ahmedabad
4182,2025-03-15,Groceries,5776.0,1.0,,Debit Card,,,Vadodara
4183,2025-06-07,Food,11728.0,6.0,21057.0,UPI,Expense 4183,Swiggy,Delhi
4184,2025-07-10,Transport,14055.0,12.0,26068.0,Debit Card,Expense 4184,Flipkart,Pune
4185,2025-11-24,Fuel,9247.0,6.0,16109.0,Net Banking,Expense 4185,Medical Store,Vadodara
4186,2025-01-21,Rent,3064.0,5.0,32498.0,Debit Card,Expense 4186,Medical Store,Vadodara
4187,2025-07-08,Entertainment,13674.0,13.0,36292.0,UPI,Expense 4187,Big Bazaar,Mumbai
4188,2025-11-25,Education,12131.0,1.0,57717.0,Credit Card,Expense 4188,Medical Store,Ahmedabad
4189,2025-03-07,Groceries,16369.0,6.0,13361.0,Wallet,,Ola,Hyderabad
4190,2025-04-04,Bills,14775.0,11.0,18858.0,Net Banking,Expense 4190,Amazon,Hyderabad
4191,2025-06-04,Entertainment,,14.0,30691.0,Credit Card,Expense 4191,Swiggy,Ahmedabad
4192,2025-06-24,Education,19090.0,3.0,28222.0,Wallet,Expense 4192,Reliance Fresh,Hyderabad
4193,2025-12-04,Fuel,11041.0,2.0,17145.0,Cash,Expense 4193,Flipkart,Hyderabad
4194,2025-10-15,Shopping,14176.0,5.0,42023.0,Net Banking,Expense 4194,Medical Store,Hyderabad
4195,2025-07-16,Health,4578.0,14.0,20289.0,Cash,Expense 4195,Amazon,Bangalore
4196,2025-11-18,Travel,17073.0,14.0,38892.0,UPI,Expense 4196,,Pune
4197,2025-03-27,Food,12440.0,3.0,8617.0,Credit Card,Expense 4197,Ola,Pune
4198,2025-11-17,Education,2470.0,11.0,19550.0,Wallet,Expense 4198,Zomato,Delhi
4199,2025-10-21,Groceries,12724.0,1.0,40746.0,Net Banking,Expense 4199,Zomato,Ahmedabad
4200,2025-12-22,Education,12852.0,6.0,35888.0,Credit Card,,Zomato,Vadodara
4201,2025-04-07,Health,16965.0,13.0,48198.0,UPI,Expense 4201,Big Bazaar,Pune
4202,2025-09-28,Shopping,13132.0,12.0,26775.0,Debit Card,Expense 4202,Swiggy,Rajkot
4203,2025-05-04,Shopping,3550.0,15.0,48093.0,Wallet,Expense 4203,Zomato,Jaipur
4204,2025-10-03,Transport,7608.0,9.0,7030.0,UPI,Expense 4204,Ola,Surat
4205,2025-02-10,Fuel,9527.0,5.0,29576.0,UPI,Expense 4205,Uber,Ahmedabad
4206,2025-07-22,Fuel,7716.0,14.0,5966.0,Debit Card,Expense 4206,Ola,Rajkot
4207,2025-02-14,Food,11433.0,9.0,,Credit Card,Expense 4207,Zomato,Vadodara
4208,2025-02-16,Health,7579.0,6.0,50890.0,Debit Card,Expense 4208,Uber,Surat
4209,2025-04-18,Entertainment,10037.0,4.0,57934.0,Cash,Expense 4209,Amazon,Pune
4210,2025-08-05,Health,9800.0,15.0,52902.0,Credit Card,Expense 4210,Reliance Fresh,Rajkot
4211,2025-11-15,Travel,14018.0,7.0,26340.0,UPI,Expense 4211,Medical Store,Rajkot
4212,2025-01-02,Travel,11395.0,4.0,45113.0,UPI,Expense 4212,Flipkart,Delhi
4213,2025-06-13,Groceries,10624.0,12.0,45145.0,Wallet,Expense 4213,DMart,Surat
4214,2025-10-26,Bills,7772.0,7.0,32084.0,UPI,Expense 4214,Swiggy,Surat
4215,2025-09-07,Rent,11343.0,5.0,24827.0,UPI,Expense 4215,Uber,Hyderabad
4216,2025-04-10,Groceries,12319.0,15.0,53882.0,UPI,Expense 4216,Flipkart,Jaipur
4217,2025-08-26,Transport,10544.0,7.0,41978.0,Cash,Expense 4217,,Vadodara
4218,2025-01-13,Groceries,9412.0,5.0,37390.0,Cash,Expense 4218,Uber,Jaipur
4219,2025-01-21,Entertainment,11470.0,8.0,25415.0,Wallet,Expense 4219,Ola,Hyderabad
4220,2025-07-06,Health,9642.0,6.0,53585.0,Credit Card,Expense 4220,Amazon,Mumbai
4221,2025-08-09,Medical,4610.0,7.0,58691.0,Wallet,Expense 4221,Swiggy,Ahmedabad
4222,2025-04-13,Education,2066.0,9.0,59443.0,UPI,Expense 4222,Ola,Pune
4223,2025-11-28,Education,7487.0,6.0,30397.0,Debit Card,Expense 4223,Amazon,Rajkot
4224,2025-06-22,Bills,17657.0,8.0,42385.0,UPI,Expense 4224,DMart,Pune
4225,2025-02-23,Entertainment,7326.0,,15570.0,Debit Card,Expense 4225,Zomato,Bangalore
4226,2025-05-14,Bills,11578.0,5.0,41129.0,Net Banking,Expense 4226,Medical Store,Pune
4227,2025-05-11,Entertainment,17658.0,8.0,35596.0,UPI,Expense 4227,Swiggy,Ahmedabad
4228,2025-11-17,Food,2505.0,13.0,33558.0,Debit Card,Expense 4228,Flipkart,Pune
4229,2025-01-28,Bills,2512.0,8.0,6900.0,Credit Card,Expense 4229,Reliance Fresh,Pune
4230,2025-08-04,Food,15942.0,2.0,5322.0,Cash,Expense 4230,Flipkart,Mumbai
4231,2025-10-03,Education,2533.0,15.0,24853.0,Debit Card,Expense 4231,Zomato,Hyderabad
4232,2025-12-19,Transport,1558.0,11.0,26764.0,Wallet,Expense 4232,Reliance Fresh,Bangalore
4233,2025-05-06,Travel,7312.0,13.0,44832.0,Cash,Expense 4233,Reliance Fresh,Delhi
4234,2025-09-02,Health,5980.0,13.0,23374.0,Net Banking,Expense 4234,Zomato,Delhi
4235,2025-02-03,Rent,5037.0,3.0,23383.0,Wallet,Expense 4235,Flipkart,Pune
4236,2025-11-27,Bills,10269.0,4.0,27921.0,UPI,Expense 4236,Big Bazaar,Pune
4237,2025-01-27,Rent,4875.0,10.0,13710.0,UPI,Expense 4237,Amazon,Bangalore
4238,2025-11-24,Shopping,8843.0,6.0,,UPI,Expense 4238,Zomato,Bangalore
4239,2025-02-23,Health,17316.0,9.0,35074.0,Wallet,Expense 4239,Ola,Bangalore
4240,2025-11-21,Travel,19138.0,12.0,56549.0,Net Banking,Expense 4240,Flipkart,Surat
4241,2025-12-21,Medical,14879.0,4.0,7976.0,Net Banking,Expense 4241,Big Bazaar,Delhi
4242,2025-01-02,Medical,9749.0,5.0,32940.0,UPI,Expense 4242,Swiggy,Pune
4243,2025-01-05,Food,13878.0,2.0,7692.0,Wallet,Expense 4243,Medical Store,Rajkot
4244,2025-08-24,Bills,8685.0,6.0,24308.0,Credit Card,Expense 4244,Reliance Fresh,Rajkot
4245,2025-07-05,Groceries,1677.0,3.0,26543.0,Credit Card,Expense 4245,Swiggy,Vadodara
4246,2025-05-12,Shopping,4465.0,6.0,31569.0,Debit Card,Expense 4246,Swiggy,Vadodara
4247,2025-04-22,Entertainment,19507.0,7.0,20264.0,Wallet,Expense 4247,Ola,Hyderabad
4248,2025-01-13,Medical,17978.0,11.0,55160.0,UPI,Expense 4248,Uber,Surat
4249,2025-05-10,Health,13728.0,4.0,5072.0,Credit Card,Expense 4249,Swiggy,Ahmedabad
4250,2025-08-06,Entertainment,5768.0,13.0,37666.0,Credit Card,Expense 4250,Reliance Fresh,Ahmedabad
4251,2025-12-21,Food,6559.0,2.0,31877.0,Credit Card,Expense 4251,Zomato,Ahmedabad
4252,2025-05-23,Groceries,19736.0,12.0,43651.0,Net Banking,Expense 4252,Big Bazaar,Mumbai
4253,2025-02-28,Food,14328.0,11.0,33825.0,Net Banking,Expense 4253,Big Bazaar,Delhi
4254,2025-06-15,Groceries,1179.0,7.0,16779.0,Credit Card,Expense 4254,Swiggy,Jaipur
4255,2025-10-22,Entertainment,,14.0,52199.0,Net Banking,Expense 4255,Ola,Jaipur
4256,2025-01-27,Entertainment,,9.0,7359.0,Cash,Expense 4256,Reliance Fresh,Delhi
4257,2025-01-14,Bills,11228.0,15.0,37064.0,Credit Card,Expense 4257,Medical Store,Pune
4258,2025-12-05,Rent,794.0,15.0,50192.0,Net Banking,Expense 4258,Amazon,Rajkot
4259,2025-09-11,Shopping,12434.0,2.0,32110.0,Credit Card,Expense 4259,Reliance Fresh,Delhi
4260,2025-03-15,Health,8864.0,8.0,14559.0,Credit Card,Expense 4260,Ola,Bangalore
4261,2025-02-23,Groceries,16202.0,13.0,48756.0,UPI,Expense 4261,Flipkart,Delhi
4262,2025-03-14,Health,15935.0,14.0,10303.0,UPI,Expense 4262,Zomato,Rajkot
4263,2025-10-01,Transport,12754.0,13.0,57037.0,Debit Card,Expense 4263,DMart,Jaipur
4264,2025-03-08,Health,2576.0,6.0,49316.0,Wallet,Expense 4264,Uber,Hyderabad
4265,2025-12-11,Medical,6556.0,2.0,9591.0,UPI,Expense 4265,Flipkart,Delhi
4266,2025-09-01,Education,17328.0,,51067.0,Debit Card,Expense 4266,DMart,Mumbai
4267,2025-09-03,Food,12726.0,1.0,25664.0,Credit Card,Expense 4267,Uber,Bangalore
4268,2025-09-25,Medical,4084.0,11.0,56403.0,Credit Card,Expense 4268,Swiggy,Jaipur
4269,2025-08-19,Food,9875.0,10.0,19753.0,Wallet,Expense 4269,Ola,Jaipur
4270,2025-11-26,Education,4187.0,7.0,53637.0,Credit Card,Expense 4270,Big Bazaar,Delhi
4271,2025-07-19,Shopping,16369.0,9.0,,Credit Card,Expense 4271,Ola,Ahmedabad
